id,country,year,primary_energy_consumption,co2_emissions,percapita_consumption,coal_consumption,gas_consumption,geothermal_consumption,hydro_consumption,nuclear_consumption,oil_consumption,renewable_consumption,wind_consumption
1441,                 European Union#,2013,62.76,3148.2,142,10.5,13.5,1.65,,7.59,22.55,5.03,2.06
1442,                 European Union#,2014,60.59,2984.4,137,10,11.94,1.72,,7.6,22.13,5.32,2.15
1443,                 European Union#,2015,61.39,3046,138.7,9.98,12.48,1.78,,7.32,22.51,5.85,2.55
1444,                 European Union#,2016,62.06,3073.9,140,9.58,13.27,1.8,,7.1,22.9,5.88,2.57
1445,                 European Union#,2017,62.95,3118.6,141.9,9.46,13.89,1.83,,6.98,23.36,6.44,2.99
1446,                 European Union#,2018,62.88,3070,141.5,9.06,13.63,1.85,,6.96,23.33,6.62,3.05
1447,                 European Union#,2019,61.86,2930.7,139,7.3,14.13,1.9,,6.97,23.28,7.17,3.46
1448,                 European Union#,2020,57.25,2569,128.6,6.02,13.68,1.92,,6.2,20.37,7.71,3.76
1449,                 European Union#,2021,60.28,2742.8,135.4,6.84,14.29,2.01,,6.61,21.38,7.88,3.64
1450,                 European Union#,2022,58.18,2725.4,130.1,6.98,12.36,1.98,,5.48,22.13,8.63,3.95
1451,Finland,1965,0.42,24.7,91,0.07,0,0,0.1,0,0.24,0,0
1452,Finland,1966,0.47,28.1,103.2,0.07,0,0,0.11,0,0.29,0,0
1453,Finland,1967,0.5,28.9,108,0.07,0,0,0.12,0,0.31,0,0
1454,Finland,1968,0.54,33.2,116.7,0.08,0,0,0.11,0,0.35,0,0
1455,Finland,1969,0.59,38.9,128.4,0.09,0,0,0.09,0,0.41,0,0
1456,Finland,1970,0.65,43.2,142,0.1,0,0,0.1,0,0.46,0,0
1457,Finland,1971,0.67,43.3,145.6,0.08,0,0,0.11,0,0.47,0,0
1458,Finland,1972,0.71,44.8,152.6,0.09,0,0,0.11,0,0.5,0,0
1459,Finland,1973,0.78,50.5,167.2,0.1,0,0,0.11,0,0.56,0,0
1460,Finland,1974,0.75,46,159.6,0.11,0.02,0,0.14,0,0.49,0,0
1461,Finland,1975,0.76,47,161.4,0.1,0.03,0,0.13,0,0.51,0,0
1462,Finland,1976,0.81,53.3,170.7,0.13,0.03,0,0.1,0,0.54,0,0
1463,Finland,1977,0.85,52.5,180,0.13,0.03,0,0.13,0.03,0.53,0,0
1464,Finland,1978,0.89,55.5,186.3,0.18,0.03,0,0.1,0.03,0.54,0,0
1465,Finland,1979,0.96,57.4,200.9,0.17,0.03,0,0.12,0.07,0.57,0,0
1466,Finland,1980,0.95,57.5,199.4,0.19,0.03,0,0.11,0.07,0.55,0,0
1467,Finland,1981,0.96,48.5,200.4,0.12,0.03,0,0.15,0.15,0.52,0,0
1468,Finland,1982,0.95,47,196.8,0.13,0.02,0,0.14,0.17,0.48,0,0
1469,Finland,1983,0.94,45.5,193.8,0.14,0.02,0,0.14,0.18,0.45,0,0
1470,Finland,1984,0.98,48.3,200.8,0.16,0.03,0,0.14,0.19,0.46,0,0
1471,Finland,1985,1.03,53.4,209.8,0.21,0.03,0,0.13,0.19,0.46,0,0
1472,Finland,1986,1.04,53.2,211.6,0.19,0.04,0,0.13,0.19,0.48,0,0
1473,Finland,1987,1.1,56,222.1,0.21,0.05,0,0.15,0.2,0.48,0,0
1474,Finland,1988,1.09,55.3,220,0.21,0.06,0,0.14,0.2,0.47,0,0
1475,Finland,1989,1.09,55.7,220.2,0.21,0.08,0,0.14,0.19,0.47,0,0
1476,Finland,1990,1.16,57.5,233.4,0.22,0.09,0.06,0.12,0.2,0.48,0.06,0
1477,Finland,1991,1.19,56.7,237.5,0.22,0.1,0.06,0.14,0.2,0.48,0.06,0
1478,Finland,1992,1.19,54.6,235.4,0.2,0.1,0.06,0.16,0.2,0.47,0.06,0
1479,Finland,1993,1.2,56.3,236.3,0.23,0.1,0.07,0.14,0.2,0.45,0.07,0
1480,Finland,1994,1.26,62.9,246.9,0.28,0.11,0.07,0.13,0.2,0.47,0.07,0
1481,Finland,1995,1.2,58.6,234.5,0.25,0.12,0.08,0.14,0.2,0.42,0.08,0
1482,Finland,1996,1.25,64.8,244.1,0.29,0.12,0.07,0.13,0.2,0.44,0.07,0
1483,Finland,1997,1.27,62.8,246.8,0.28,0.12,0.09,0.13,0.21,0.43,0.09,0
1484,Finland,1998,1.31,60.2,254.4,0.23,0.14,0.11,0.16,0.22,0.45,0.11,0
1485,Finland,1999,1.29,59.9,248.9,0.22,0.14,0.1,0.14,0.23,0.46,0.1,0
1486,Finland,2000,1.29,58.8,249.8,0.21,0.14,0.1,0.16,0.23,0.46,0.1,0
1487,Finland,2001,1.32,63.8,254.6,0.25,0.15,0.1,0.14,0.23,0.45,0.1,0
1488,Finland,2002,1.33,66.6,255.3,0.28,0.15,0.1,0.11,0.22,0.46,0.1,0
1489,Finland,2003,1.42,74.9,272.7,0.34,0.17,0.11,0.1,0.23,0.47,0.11,0
1490,Finland,2004,1.42,68.8,270.8,0.31,0.16,0.12,0.16,0.23,0.44,0.12,0
1491,Finland,2005,1.29,58.2,245.4,0.2,0.15,0.11,0.14,0.23,0.46,0.11,0
1492,Finland,2006,1.38,68.5,262.2,0.31,0.16,0.12,0.12,0.23,0.44,0.13,0
1493,Finland,2007,1.38,66.3,260.2,0.29,0.15,0.11,0.14,0.23,0.45,0.12,0
1494,Finland,2008,1.33,58.6,249.7,0.22,0.15,0.12,0.17,0.22,0.43,0.13,0
1495,Finland,2009,1.23,56.2,230.1,0.22,0.13,0.1,0.13,0.23,0.41,0.11,0
1496,Finland,2010,1.34,63.9,249.2,0.28,0.15,0.13,0.13,0.22,0.42,0.13,0
1497,Finland,2011,1.26,57.1,233.8,0.23,0.13,0.13,0.12,0.22,0.41,0.14,0
1498,Finland,2012,1.23,51,226.4,0.19,0.12,0.13,0.17,0.22,0.4,0.14,0
1499,Finland,2013,1.23,52,226.2,0.21,0.11,0.14,0.13,0.22,0.41,0.15,0.01
1500,Finland,2014,1.19,47.7,217.4,0.19,0.1,0.14,0.13,0.22,0.39,0.16,0.01
1501,Finland,2015,1.18,44.9,216.1,0.16,0.08,0.13,0.16,0.22,0.39,0.17,0.02
1502,Finland,2016,1.2,47.7,218.9,0.18,0.07,0.13,0.15,0.21,0.41,0.17,0.03
1503,Finland,2017,1.18,45.1,213.9,0.17,0.07,0.14,0.14,0.21,0.4,0.2,0.05
1504,Finland,2018,1.2,46.5,217.9,0.18,0.08,0.15,0.13,0.21,0.4,0.22,0.06
1505,Finland,2019,1.18,43.3,213.2,0.15,0.07,0.15,0.12,0.22,0.39,0.23,0.06
1506,Finland,2020,1.13,36.8,203.9,0.11,0.07,0.13,0.15,0.21,0.35,0.22,0.08
1507,Finland,2021,1.15,36.2,208,0.12,0.07,0.16,0.15,0.21,0.33,0.26,0.08
1508,Finland,2022,1.18,34.1,212.3,0.12,0.04,0.16,0.1,0.23,0.33,0.32,0.11
1509,France,1965,4.71,329.4,97.9,1.73,0.18,0,0.5,0.01,2.29,0,0
1510,France,1966,4.83,331,99.2,1.6,0.19,0,0.56,0.01,2.46,0,0
1511,France,1967,5.14,355.9,104.5,1.58,0.22,0.01,0.48,0.02,2.83,0.01,0
1512,France,1968,5.42,369.3,109.2,1.52,0.26,0.01,0.54,0.03,3.06,0.01,0
1513,France,1969,5.98,404.4,119.3,1.52,0.3,0.01,0.56,0.04,3.54,0.01,0
1514,France,1970,6.49,433.7,128.5,1.45,0.34,0.02,0.6,0.06,4.02,0.02,0
1515,France,1971,6.75,453.6,132.4,1.33,0.41,0.02,0.52,0.1,4.38,0.02,0
1516,France,1972,7.21,477.8,140.3,1.18,0.48,0.02,0.52,0.15,4.86,0.02,0
1517,France,1973,7.83,518.8,151.2,1.17,0.57,0.02,0.51,0.15,5.42,0.02,0
1518,France,1974,7.69,500.5,147.5,1.18,0.59,0.02,0.6,0.15,5.15,0.02,0
1519,France,1975,7.25,457.1,138.2,1.04,0.66,0.02,0.64,0.19,4.71,0.02,0
1520,France,1976,7.71,509.6,146.4,1.22,0.71,0.02,0.52,0.16,5.09,0.02,0
1521,France,1977,7.82,493.1,147.7,1.18,0.74,0.02,0.81,0.18,4.89,0.02,0
1522,France,1978,8.17,497.7,153.6,1.23,0.79,0.02,0.73,0.31,5.1,0.02,0
1523,France,1979,8.41,510.2,157.4,1.33,0.87,0.02,0.71,0.41,5.07,0.02,0
1524,France,1980,8.31,485,154.6,1.3,0.91,0.02,0.74,0.63,4.71,0.02,0
1525,France,1981,8.23,441.8,152.3,1.19,0.92,0.02,0.77,1.08,4.25,0.02,0
1526,France,1982,7.92,418.6,145.8,1.22,0.88,0.02,0.75,1.11,3.94,0.02,0
1527,France,1983,8.12,402.8,148.7,1.1,0.94,0.02,0.74,1.47,3.85,0.02,0
1528,France,1984,8.39,387.7,153,1.05,0.96,0.02,0.7,1.95,3.71,0.02,0
1529,France,1985,8.66,381.8,157.2,1.02,1.03,0.02,0.66,2.29,3.65,0.02,0
1530,France,1986,8.88,369.9,160.4,0.84,1.03,0.02,0.67,2.6,3.72,0.02,0
1531,France,1987,9.04,362.4,162.5,0.77,1.05,0.02,0.75,2.71,3.74,0.02,0
1532,France,1988,9.16,359.1,163.9,0.75,1.04,0.02,0.81,2.81,3.72,0.02,0
1533,France,1989,9.28,370.5,165.2,0.82,1.02,0.02,0.5,3.1,3.82,0.02,0
1534,France,1990,9.57,367.2,169.6,0.8,1.09,0.02,0.57,3.21,3.88,0.02,0
1535,France,1991,10.17,390.7,179.5,0.85,1.19,0.02,0.61,3.38,4.11,0.02,0
1536,France,1992,10.26,379.4,180.4,0.75,1.19,0.02,0.73,3.46,4.1,0.02,0
1537,France,1993,10.26,362,179.8,0.61,1.22,0.02,0.69,3.76,3.95,0.02,0
1538,France,1994,10.13,348.7,177,0.6,1.16,0.02,0.84,3.68,3.82,0.03,0
1539,France,1995,10.37,356.2,180.6,0.61,1.24,0.03,0.78,3.85,3.85,0.03,0
1540,France,1996,10.76,372.5,186.7,0.65,1.37,0.03,0.7,4.06,3.94,0.04,0
1541,France,1997,10.61,361.2,183.5,0.57,1.31,0.03,0.68,4.04,3.96,0.04,0
1542,France,1998,10.85,384.9,186.9,0.68,1.4,0.03,0.66,3.96,4.11,0.04,0
1543,France,1999,11.05,384.4,189.3,0.61,1.43,0.03,0.77,4.03,4.17,0.04,0
6000,                 European Union #,1969,,,,,,,2.37,,,,
1544,France,2000,11.19,381.5,190.7,0.59,1.5,0.03,0.71,4.24,4.1,0.05,0
1545,France,2001,11.32,383.4,191.9,0.52,1.57,0.04,0.79,4.27,4.12,0.05,0
1546,France,2002,11.21,380.1,188.8,0.53,1.57,0.04,0.63,4.4,4.01,0.06,0
1547,France,2003,11.32,387.2,189.6,0.57,1.65,0.04,0.62,4.42,4.01,0.06,0
1548,France,2004,11.42,389.1,189.9,0.54,1.68,0.04,0.62,4.46,4.05,0.06,0.01
1549,France,2005,11.35,389.8,187.5,0.56,1.72,0.04,0.53,4.47,3.99,0.08,0.01
1550,France,2006,11.26,380.1,184.8,0.52,1.66,0.04,0.58,4.43,3.98,0.1,0.02
1551,France,2007,11.06,370.5,180.3,0.54,1.61,0.05,0.59,4.3,3.88,0.15,0.04
1552,France,2008,11.09,369.7,179.8,0.51,1.67,0.05,0.64,4.27,3.81,0.2,0.06
1553,France,2009,10.48,354.8,168.7,0.45,1.61,0.05,0.57,3.95,3.66,0.23,0.08
1554,France,2010,10.79,360.4,172.8,0.48,1.78,0.06,0.63,4.11,3.53,0.26,0.1
1555,France,2011,10.38,334.1,165.3,0.41,1.55,0.06,0.45,4.22,3.45,0.3,0.12
1556,France,2012,10.37,335.6,164.5,0.46,1.6,0.07,0.58,4.03,3.34,0.36,0.15
1557,France,2013,10.47,334.9,165.3,0.48,1.63,0.07,0.7,3.99,3.29,0.38,0.16
1558,France,2014,10.03,301.5,157.7,0.36,1.36,0.07,0.61,4.08,3.19,0.42,0.17
1559,France,2015,10.09,307.5,158.1,0.36,1.47,0.08,0.53,4.07,3.19,0.48,0.21
1560,France,2016,9.92,313.1,155,0.35,1.6,0.09,0.58,3.73,3.17,0.49,0.21
1561,France,2017,9.84,317.8,153.5,0.38,1.61,0.1,0.47,3.66,3.18,0.54,0.24
1562,France,2018,10.03,306.6,156,0.34,1.54,0.1,0.61,3.77,3.17,0.59,0.27
1563,France,2019,9.81,299.1,152.4,0.27,1.57,0.1,0.53,3.63,3.14,0.67,0.33
1564,France,2020,8.84,251.5,137,0.19,1.46,0.1,0.58,3.21,2.68,0.71,0.38
1565,France,2021,9.4,274.4,145.7,0.23,1.55,0.11,0.55,3.43,2.92,0.72,0.35
1566,France,2022,8.39,269.7,129.8,0.21,1.38,0.11,0.4,2.65,2.91,0.81,0.36
1567,Germany,1965,10.69,910.4,140.6,6.73,0.11,0,0.17,0,3.67,0,0
1568,Germany,1966,10.72,901,139.9,6.28,0.13,0,0.19,0,4.11,0,0
1569,Germany,1967,10.69,892.4,138.5,6.05,0.17,0,0.18,0.01,4.27,0,0
1570,Germany,1968,11.41,944.8,147,6.14,0.28,0,0.18,0.02,4.79,0,0
1571,Germany,1969,12.31,1011.9,157.8,6.32,0.4,0,0.15,0.05,5.39,0,0
1572,Germany,1970,13,1043.4,166,6.24,0.58,0.01,0.19,0.07,5.92,0.01,0
1573,Germany,1971,13.12,1045.1,167.1,5.97,0.76,0.01,0.14,0.06,6.17,0.01,0
1574,Germany,1972,13.57,1067.3,172.6,5.83,0.98,0.01,0.14,0.1,6.51,0.01,0
1575,Germany,1973,14.35,1116.4,182.5,5.85,1.27,0.01,0.16,0.12,6.94,0.01,0
1576,Germany,1974,14.1,1085.3,179.4,5.88,1.59,0.01,0.19,0.15,6.29,0.01,0
1577,Germany,1975,13.55,1025.3,172.6,5.32,1.67,0.01,0.18,0.25,6.11,0.01,0
1578,Germany,1976,14.46,1093.4,184.5,5.62,1.77,0.01,0.15,0.3,6.61,0.01,0
1579,Germany,1977,14.43,1072.5,184.4,5.4,1.88,0.01,0.19,0.42,6.52,0.01,0
1580,Germany,1978,14.95,1052.7,191.5,5.47,2.02,0.02,0.2,0.45,6.81,0.02,0
1581,Germany,1979,15.78,1104.2,202.5,5.78,2.23,0.02,0.2,0.53,7.02,0.02,0
1582,Germany,1980,15.26,1077.8,196.2,5.92,2.2,0.02,0.2,0.57,6.35,0.02,0
1583,Germany,1981,14.79,1043.9,190.3,6.02,2.1,0.02,0.21,0.67,5.76,0.02,0
1584,Germany,1982,14.26,1003.3,183.8,5.87,1.95,0.02,0.21,0.76,5.45,0.02,0
1585,Germany,1983,14.47,1018,186.5,6.09,2.03,0.02,0.2,0.8,5.34,0.02,0
1586,Germany,1984,15,1038.3,193.4,6.28,2.12,0.02,0.2,1.07,5.32,0.02,0
1587,Germany,1985,15.45,1045.8,198.9,6.25,2.09,0.02,0.19,1.42,5.48,0.02,0
1588,Germany,1986,15.32,1037.3,196.9,5.91,2.09,0.02,0.2,1.33,5.78,0.02,0
1589,Germany,1987,15.45,1031.4,197.8,5.88,2.26,0.02,0.22,1.45,5.62,0.02,0
1590,Germany,1988,15.5,1017,197.5,5.81,2.23,0.02,0.21,1.6,5.63,0.02,0
1591,Germany,1989,15.34,1003.8,194.3,5.9,2.28,0.02,0.19,1.65,5.29,0.02,0
1592,Germany,1990,15.09,1007.6,190.2,5.51,2.29,0.02,0.18,1.56,5.53,0.02,0
1593,Germany,1991,14.73,969.7,184.5,4.84,2.41,0.02,0.17,1.51,5.79,0.02,0
1594,Germany,1992,14.43,923.7,180,4.37,2.38,0.02,0.2,1.62,5.84,0.02,0
1595,Germany,1993,14.37,916.3,178.3,4.12,2.52,0.02,0.2,1.57,5.93,0.03,0.01
1596,Germany,1994,14.24,896.9,176,4,2.57,0.02,0.21,1.54,5.88,0.03,0.01
1597,Germany,1995,14.31,889.4,176.4,3.79,2.8,0.02,0.23,1.57,5.87,0.04,0.02
1598,Germany,1996,14.78,914.8,181.8,3.78,3.13,0.02,0.2,1.65,5.97,0.05,0.02
1599,Germany,1997,14.59,888,179.2,3.66,2.99,0.03,0.2,1.74,5.94,0.06,0.03
1600,Germany,1998,14.47,879,177.5,3.57,3.02,0.03,0.2,1.65,5.94,0.08,0.05
1601,Germany,1999,14.27,855.9,175,3.44,3.01,0.03,0.22,1.74,5.76,0.1,0.06
1602,Germany,2000,14.36,854.4,176.1,3.57,2.99,0.04,0.27,1.73,5.65,0.15,0.1
1603,Germany,2001,14.63,871.7,179.4,3.58,3.15,0.06,0.25,1.74,5.73,0.18,0.11
1604,Germany,2002,14.44,859,177.3,3.59,3.14,0.07,0.25,1.66,5.54,0.26,0.17
6001,                 European Union #,1970,,,,,,,2.5,,,,
1605,Germany,2003,14.44,862,177.5,3.65,3.18,0.1,0.19,1.65,5.43,0.33,0.2
1606,Germany,2004,14.44,847.5,177.6,3.56,3.2,0.12,0.22,1.66,5.37,0.44,0.27
1607,Germany,2005,14.27,826.3,175.7,3.4,3.25,0.17,0.2,1.61,5.26,0.54,0.29
1608,Germany,2006,14.62,843.8,180.2,3.54,3.31,0.22,0.21,1.65,5.25,0.68,0.32
1609,Germany,2007,14.02,811.1,172.6,3.63,3.19,0.28,0.22,1.37,4.75,0.86,0.41
1610,Germany,2008,14.16,809.4,174.4,3.35,3.22,0.32,0.21,1.44,5.04,0.9,0.42
1611,Germany,2009,13.29,753.6,163.6,3,3.04,0.36,0.19,1.3,4.82,0.93,0.4
1612,Germany,2010,13.85,783.2,170.3,3.23,3.17,0.39,0.21,1.35,4.89,1.01,0.39
1613,Germany,2011,13.36,763.7,164.1,3.28,2.91,0.42,0.18,1.03,4.73,1.24,0.5
1614,Germany,2012,13.54,773,166.1,3.37,2.92,0.5,0.21,0.94,4.7,1.4,0.51
1615,Germany,2013,13.93,797.6,170.5,3.47,3.06,0.52,0.23,0.92,4.8,1.45,0.52
1616,Germany,2014,13.36,751.1,163.2,3.33,2.66,0.56,0.19,0.91,4.67,1.59,0.57
1617,Germany,2015,13.61,755.6,165.8,3.29,2.77,0.58,0.18,0.85,4.67,1.84,0.78
1618,Germany,2016,13.83,770.5,168,3.2,3.06,0.59,0.2,0.78,4.76,1.83,0.77
1619,Germany,2017,14.01,760.9,169.6,3.01,3.16,0.59,0.19,0.7,4.87,2.08,1.01
1620,Germany,2018,13.66,733.1,164.8,2.9,3.09,0.59,0.17,0.69,4.63,2.17,1.05
1621,Germany,2019,13.31,680.1,160.1,2.25,3.21,0.58,0.19,0.68,4.66,2.32,1.19
1622,Germany,2020,12.41,605.5,149,1.85,3.14,0.59,0.17,0.58,4.22,2.45,1.25
1623,Germany,2021,12.78,642.8,153.2,2.24,3.3,0.58,0.19,0.62,4.18,2.25,1.08
1624,Germany,2022,12.3,634.9,147.5,2.33,2.78,0.58,0.2,0.31,4.26,2.45,1.18
1625,Greece,1965,0.28,22.5,33.4,0.09,0,0,0.01,0,0.19,0,0
1626,Greece,1966,0.31,23.7,36.6,0.09,0,0,0.02,0,0.21,0,0
1627,Greece,1967,0.34,26,40.3,0.08,0,0,0.02,0,0.24,0,0
1628,Greece,1968,0.36,27.2,41.9,0.1,0,0,0.01,0,0.25,0,0
1629,Greece,1969,0.38,27.8,44.2,0.09,0,0,0.02,0,0.26,0,0
1630,Greece,1970,0.42,29.8,49,0.11,0,0,0.03,0,0.29,0,0
1631,Greece,1971,0.5,37.2,58.2,0.16,0,0,0.03,0,0.31,0,0
1632,Greece,1972,0.56,41.9,65,0.17,0,0,0.03,0,0.36,0,0
1633,Greece,1973,0.64,48.9,74.3,0.2,0,0,0.02,0,0.42,0,0
1634,Greece,1974,0.63,48.2,72.1,0.21,0,0,0.02,0,0.4,0,0
1635,Greece,1975,0.71,56.2,81.1,0.27,0,0,0.02,0,0.42,0,0
1636,Greece,1976,0.79,63.1,88.7,0.32,0,0,0.02,0,0.45,0,0
1637,Greece,1977,0.82,67.1,91,0.34,0,0,0.02,0,0.46,0,0
1638,Greece,1978,0.83,65.2,91.6,0.3,0,0,0.03,0,0.5,0,0
1639,Greece,1979,0.73,54.1,79.5,0.17,0,0,0.04,0,0.53,0,0
1640,Greece,1980,0.72,52.9,77.8,0.17,0,0,0.04,0,0.52,0,0
1641,Greece,1981,0.71,52.6,75.1,0.16,0,0,0.04,0,0.51,0,0
1642,Greece,1982,0.72,52.6,75.3,0.17,0,0,0.04,0,0.51,0,0
1643,Greece,1983,0.72,54.8,74.8,0.2,0,0,0.02,0,0.49,0,0
1644,Greece,1984,0.75,56.9,77.3,0.22,0,0,0.03,0,0.5,0,0
1645,Greece,1985,0.8,60.2,80.8,0.25,0,0,0.03,0,0.51,0,0
1646,Greece,1986,0.8,60.1,80.2,0.24,0,0,0.03,0,0.52,0,0
1647,Greece,1987,0.87,67.1,86.9,0.28,0,0,0.03,0,0.56,0,0
1648,Greece,1988,0.92,71.7,90.9,0.31,0.01,0,0.03,0,0.58,0,0
1649,Greece,1989,1,78.5,97.7,0.33,0.01,0,0.02,0,0.64,0,0
1650,Greece,1990,1.03,81.5,100.4,0.34,0.01,0,0.02,0,0.67,0,0
1651,Greece,1991,1.05,81.5,101,0.32,0.01,0,0.03,0,0.69,0,0
1652,Greece,1992,1.07,84.2,101.9,0.34,0.01,0,0.02,0,0.7,0,0
1653,Greece,1993,1.08,85.4,102.4,0.34,0,0,0.02,0,0.71,0,0
1654,Greece,1994,1.1,86.7,103.3,0.34,0,0,0.03,0,0.73,0,0
1655,Greece,1995,1.14,88.7,106.3,0.34,0,0,0.04,0,0.76,0,0
1656,Greece,1996,1.17,89.9,108.2,0.33,0,0,0.05,0,0.79,0,0
1657,Greece,1997,1.2,93.3,110.6,0.35,0.01,0,0.04,0,0.8,0,0
1658,Greece,1998,1.28,98.8,116.7,0.37,0.03,0,0.04,0,0.84,0,0
1659,Greece,1999,1.28,97.3,116.2,0.36,0.05,0,0.05,0,0.82,0,0
1660,Greece,2000,1.34,102.6,121.7,0.38,0.07,0,0.04,0,0.85,0,0
1661,Greece,2001,1.35,104.7,122.3,0.39,0.07,0,0.02,0,0.86,0.01,0.01
1662,Greece,2002,1.35,103.7,122.1,0.38,0.07,0,0.03,0,0.87,0.01,0.01
1663,Greece,2003,1.43,107.5,129.1,0.38,0.08,0,0.05,0,0.91,0.01,0.01
1664,Greece,2004,1.43,107.4,129,0.39,0.09,0,0.05,0,0.89,0.01,0.01
1665,Greece,2005,1.44,107.8,129.4,0.38,0.09,0,0.05,0,0.9,0.01,0.01
6002,                 European Union #,1971,,,,,,,2.48,,,,
1666,Greece,2006,1.48,108.3,133.3,0.35,0.11,0,0.06,0,0.94,0.02,0.02
1667,Greece,2007,1.51,112.8,136.1,0.37,0.14,0,0.03,0,0.95,0.02,0.02
1668,Greece,2008,1.48,108.6,133.8,0.35,0.16,0,0.03,0,0.91,0.03,0.02
1669,Greece,2009,1.43,103.4,129.1,0.35,0.14,0,0.05,0,0.85,0.03,0.03
1670,Greece,2010,1.36,95.3,123.5,0.33,0.15,0,0.07,0,0.77,0.04,0.03
1671,Greece,2011,1.34,95.4,121.5,0.33,0.18,0,0.04,0,0.74,0.05,0.03
1672,Greece,2012,1.26,89.1,114.7,0.34,0.17,0,0.04,0,0.64,0.06,0.04
1673,Greece,2013,1.18,79.9,108.3,0.29,0.15,0,0.06,0,0.59,0.08,0.04
1674,Greece,2014,1.11,76.1,102,0.28,0.11,0,0.04,0,0.59,0.08,0.04
1675,Greece,2015,1.12,73.8,103.8,0.24,0.12,0,0.06,0,0.61,0.09,0.04
1676,Greece,2016,1.11,70.7,102.8,0.18,0.16,0,0.05,0,0.61,0.1,0.05
1677,Greece,2017,1.16,75,108.5,0.2,0.19,0,0.04,0,0.63,0.1,0.05
1678,Greece,2018,1.17,73.6,109.7,0.2,0.19,0,0.05,0,0.62,0.11,0.06
1679,Greece,2019,1.14,69.6,107.9,0.13,0.21,0,0.04,0,0.64,0.12,0.07
1680,Greece,2020,1,56.3,94.8,0.08,0.23,0.01,0.03,0,0.52,0.14,0.09
1681,Greece,2021,1.09,59.3,104.3,0.07,0.25,0.01,0.06,0,0.55,0.16,0.1
1682,Greece,2022,1.14,62.8,109.5,0.07,0.22,0.01,0,0,0.62,0.18,0.1
1683,Hungary,1965,0.67,59.5,65.7,0.46,0.05,0,0,0,0.16,0,0
1684,Hungary,1966,0.67,59.3,66.4,0.44,0.06,0,0,0,0.18,0,0
1685,Hungary,1967,0.64,55.3,63.1,0.38,0.08,0,0,0,0.19,0,0
1686,Hungary,1968,0.67,56.4,65.2,0.38,0.1,0,0,0,0.19,0,0
1687,Hungary,1969,0.72,59.5,69.6,0.38,0.12,0,0,0,0.22,0,0
1688,Hungary,1970,0.77,63,74.7,0.39,0.13,0,0,0,0.25,0,0
1689,Hungary,1971,0.8,64.1,76.9,0.37,0.14,0,0,0,0.28,0,0
1690,Hungary,1972,0.82,65.4,79.2,0.36,0.15,0,0,0,0.31,0,0
1691,Hungary,1973,0.89,69.9,85.5,0.37,0.17,0,0,0,0.35,0,0
1692,Hungary,1974,0.92,71.7,87.7,0.35,0.19,0,0,0,0.38,0,0
1693,Hungary,1975,0.97,72.8,92.3,0.33,0.21,0,0,0,0.43,0,0
1694,Hungary,1976,1.04,76.1,98.1,0.34,0.25,0,0,0,0.45,0,0
1695,Hungary,1977,1.09,80.5,102.6,0.34,0.27,0,0,0,0.48,0,0
1696,Hungary,1978,1.17,85.5,109.4,0.34,0.29,0,0,0,0.53,0,0
1697,Hungary,1979,1.16,84.4,108,0.34,0.31,0,0,0,0.5,0,0
1698,Hungary,1980,1.16,83.1,108.3,0.34,0.33,0,0,0,0.49,0,0
1699,Hungary,1981,1.15,81.5,107.4,0.34,0.34,0,0,0,0.46,0,0
1700,Hungary,1982,1.15,81.6,108.1,0.35,0.36,0,0,0,0.44,0,0
1701,Hungary,1983,1.13,77.8,106.6,0.33,0.36,0,0,0.03,0.42,0,0
1702,Hungary,1984,1.16,79.3,109.9,0.32,0.36,0,0,0.04,0.44,0,0
1703,Hungary,1985,1.2,79.5,113.8,0.32,0.37,0,0,0.07,0.44,0,0
1704,Hungary,1986,1.19,77.9,113.7,0.31,0.39,0,0,0.08,0.41,0,0
1705,Hungary,1987,1.25,79.2,119.2,0.31,0.39,0,0,0.11,0.43,0,0
1706,Hungary,1988,1.22,75.1,116.8,0.3,0.38,0,0,0.14,0.4,0,0
1707,Hungary,1989,1.19,71.3,114.2,0.27,0.39,0,0,0.14,0.39,0,0
1708,Hungary,1990,1.16,70.9,112.2,0.26,0.37,0,0,0.14,0.39,0,0
1709,Hungary,1991,1.09,65.7,104.8,0.24,0.37,0,0,0.14,0.33,0,0
1710,Hungary,1992,1.04,62.1,100.6,0.22,0.33,0,0,0.14,0.36,0,0
1711,Hungary,1993,1,58.3,96.9,0.2,0.35,0,0,0.14,0.32,0,0
1712,Hungary,1994,1.02,58.2,98.7,0.18,0.35,0,0,0.14,0.34,0,0
1713,Hungary,1995,1.03,57.9,100,0.18,0.38,0,0,0.14,0.32,0,0
1714,Hungary,1996,1.05,58.8,102.1,0.18,0.43,0,0,0.14,0.3,0,0
1715,Hungary,1997,1.03,57.3,99.8,0.17,0.41,0,0,0.14,0.3,0,0
1716,Hungary,1998,1.04,57.9,101.6,0.17,0.41,0,0,0.14,0.32,0,0
1717,Hungary,1999,1.04,58.8,101.8,0.17,0.41,0,0,0.14,0.31,0,0
1718,Hungary,2000,1.01,55.5,99.1,0.16,0.4,0,0,0.14,0.3,0,0
1719,Hungary,2001,1.04,56.8,101.7,0.15,0.45,0,0,0.14,0.29,0,0
1720,Hungary,2002,1.01,55.3,99.6,0.15,0.45,0,0,0.14,0.27,0,0
